Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad de Valladolid;Grado en Química;Pública / Propio;5;18.32
Universidad de Valladolid;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;14.05
Universidad de Valladolid;Grado en Trabajo Social;Pública / Propio;5.85;14.05
Universidad de Valladolid;Grado en Traducción e Interpretación;Pública / Propio;5;15.22
Universidad de Valladolid;Grado en Turismo;Pública / Propio;5;12.94
Universidad de Vigo;Grado en Administración y Dirección de Empresas;Pública / Propio;5;9.85
Universidad de Vigo;Grado en Bellas Artes;Pública / Propio;5.43;13.93
Universidad de Vigo;Grado en Biología;Pública / Propio;8.17;13.93
Universidad de Vigo;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5.53;13.93
Universidad de Vigo;Grado en Ciencias Ambientales;Pública / Propio;5.27;13.93
Universidad de Vigo;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;8.5;9.85
Universidad de Vigo;Grado en Ciencias del Lenguaje y Estudios Literarios;Pública / Propio;5;9.85
Universidad de Vigo;Grado en Ciencias del Mar;Pública / Propio;5.5;13.93
Universidad de Vigo;Grado en Comercio;Pública / Propio;5;9.85
Universidad de Vigo;Grado en Comunicación Audiovisual;Pública / Propio;9.21;9.85
Universidad de Vigo;Grado en Derecho;Pública / Propio;7.14;9.85
Universidad de Vigo;Grado en Dirección y Gestión Pública;Pública / Propio;5.14;9.85
Universidad de Vigo;Grado en Economía;Pública / Propio;5.42;9.85
Universidad de Vigo;Grado en Educación Infantil;Pública / Propio;7.21;9.85
Universidad de Vigo;Grado en Educación Primaria;Pública / Propio;8.14;9.85
Universidad de Vigo;Grado en Educación Social;Pública / Propio;6.77;9.85
Universidad de Vigo;Grado en Fisioterapia;Pública / Propio;9.64;13.93
Universidad de Vigo;Grado en Geografía e Historia;Pública / Propio;5.25;9.85
Universidad de Vigo;Grado en Ingeniería Aeroespacial;Pública / Propio;10.26;13.93
Universidad de Vigo;Grado en Ingeniería Agraria;Pública / Propio;5.23;13.93
Universidad de Vigo;Grado en Ingeniería Biomédica;Pública / Propio;10.66;13.93
Universidad de Vigo;Grado en Ingeniería de la Energía;Pública / Propio;5.65;13.93
Universidad de Vigo;Grado en Ingeniería de los Recursos Mineros y Energéticos;Pública / Propio;7.64;13.93
Universidad de Vigo;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;13.93
Universidad de Vigo;Grado en Ingeniería Eléctrica;Pública / Propio;5;13.93
Universidad de Vigo;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;6.18;13.93
Universidad de Vigo;Grado en Ingeniería en Organización Industrial;Pública / Propio;6.5;13.93
Universidad de Vigo;Grado en Ingeniería en Química Industrial;Pública / Propio;5.56;13.93
Universidad de Vigo;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;13.93
Universidad de Vigo;Grado en Ingeniería Forestal;Pública / Propio;5.23;13.93
Universidad de Vigo;Grado en Ingeniería Informática;Pública / Propio;7.23;13.93
Universidad de Vigo;Grado en Ingeniería Mecánica;Pública / Propio;5;13.93
Universidad de Vigo;Grado en Lenguas Extranjeras;Pública / Propio;5;9.85
Universidad de Vigo;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.11;9.85
Universidad de Vigo;Grado en Química;Pública / Propio;5.84;13.93
Universidad de Vigo;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;9.85
Universidad de Vigo;Grado en Trabajo Social;Pública / Propio;5.15;9.85
Universidad de Vigo;Grado en Traducción e Interpretación;Pública / Propio;5.57;9.85
Universidad de Vigo;Grado en Turismo;Pública / Propio;5.11;9.85
Universidad de Zaragoza;Grado en Administración y Dirección de Empresas;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Bellas Artes;Pública / Propio;5;23.39
Universidad de Zaragoza;Grado en Biotecnología;Pública / Propio;11.87;23.39
Universidad de Zaragoza;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;8.65;23.39
Universidad de Zaragoza;Grado en Ciencias Ambientales;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.04;23.39
Universidad de Zaragoza;Grado en Derecho;Pública / Propio;8.68;13.7
Universidad de Zaragoza;Grado en Economía;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Enfermería;Pública / Propio;10.9;23.39
Universidad de Zaragoza;Grado en Estudios Clásicos;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Estudios en Arquitectura;Pública / Propio;6.68;23.39
Universidad de Zaragoza;Grado en Estudios Ingleses;Pública / Propio;6.15;13.7
Universidad de Zaragoza;Grado en Filología Hispánica;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Filosofía;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Finanzas y Contabilidad;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Física;Pública / Propio;11.49;21.66
Universidad de Zaragoza;Grado en Fisioterapia;Pública / Propio;10.73;23.39
Universidad de Zaragoza;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Geología;Pública / Propio;5;23.39
Universidad de Zaragoza;Grado en Gestión y Administración Pública;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Historia;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Historia del Arte;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Información y Documentación;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Ingeniería Agroalimentaria y del Medio Rural;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería de Tecnologías Industriales;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería Eléctrica;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería Electrónica y Automática;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto;Pública / Propio;9.77;21.66
Universidad de Zaragoza;Grado en Ingeniería Informática;Pública / Propio;9.22;21.66
Universidad de Zaragoza;Grado en Ingeniería Mecánica;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Ingeniería Química;Pública / Propio;5;21.66
Universidad de Zaragoza;Grado en Lenguas Modernas;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Magisterio en Educación Infantil;Pública / Propio;6.38;16.2
Universidad de Zaragoza;Grado en Magisterio en Educación Primaria;Pública / Propio;6.75;16.2
Universidad de Zaragoza;Grado en Marketing e Investigación de Mercados;Pública / Propio;6.37;16.2
Universidad de Zaragoza;Grado en Matemáticas;Pública / Propio;11.13;16.2
Universidad de Zaragoza;Grado en Medicina;Pública / Propio;12.52;23.39
Universidad de Zaragoza;Grado en Nutrición Humana y Dietética;Pública / Propio;7.7;23.39
Universidad de Zaragoza;Grado en Odontología;Pública / Propio;11.71;23.39
Universidad de Zaragoza;Grado en Óptica y Optometría;Pública / Propio;5;16.2
Universidad de Zaragoza;Grado en Periodismo;Pública / Propio;10.82;21.66
Universidad de Zaragoza;Grado en Psicología;Pública / Propio;8.21;16.2
Universidad de Zaragoza;Grado en Química;Pública / Propio;7.86;23.39
Universidad de Zaragoza;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Terapia Ocupacional;Pública / Propio;6;16.2
Universidad de Zaragoza;Grado en Trabajo Social;Pública / Propio;5;13.7
Universidad de Zaragoza;Grado en Veterinaria;Pública / Propio;10.56;23.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Administración y Dirección de Empresas;Pública / Propio;5.94;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Antropología Social;Pública / Propio;5;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Arquitectura Técnica;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Arte;Pública / Propio;6.57;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Biología;Pública / Propio;10.88;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Bioquímica y Biología Molecular;Pública / Propio;12.48;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Biotecnología;Pública / Propio;12.11;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencia Política y Gestión Pública;Pública / Propio;7.26;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencias Ambientales;Pública / Propio;7.58;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.6;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Comunicación Audiovisual;Pública / Propio;9.93;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;7.08;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Creación y Diseño;Pública / Propio;7.65;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Criminología;Pública / Propio;9.48;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Derecho;Pública / Propio;8.29;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Economía;Pública / Propio;6.23;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Educación Infantil;Pública / Propio;8.02;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Educación Primaria;Pública / Propio;8.28;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Educación Social;Pública / Propio;8.69;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Enfermería;Pública / Propio;11.03;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Estudios Ingleses;Pública / Propio;8.1;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Estudios Vascos;Pública / Propio;5;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Farmacia;Pública / Propio;10.03;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Filología;Pública / Propio;7.74;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Filosofía;Pública / Propio;7.67;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Fiscalidad y Administración Pública;Pública / Propio;5;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Física;Pública / Propio;11.81;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en FISIOTERAPIA;Pública / Propio;11.42;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Fundamentos de Arquitectura;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Geología;Pública / Propio;5;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Gestión de Negocios;Pública / Propio;5;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Historia;Pública / Propio;7.03;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Historia del Arte;Pública / Propio;5;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Ambiental;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Civil;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería de Energías Renovables;Pública / Propio;4;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Eléctrica;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Electrónica;Pública / Propio;10.71;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería en Automoción;Pública / Propio;10.21;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería en Organización Industrial;Pública / Propio;8.95;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería en Tecnología de Telecomunicación;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería en Tecnología Industrial;Pública / Propio;7.38;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Informática;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Informática de Gestión y Sistemas de Información;Pública / Propio;6.57;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Mecánica;Pública / Propio;5.83;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Química;Pública / Propio;6.83;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ingeniería Química Industrial;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Marina;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Marketing;Pública / Propio;7.52;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Matemáticas;Pública / Propio;11.47;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Medicina;Pública / Propio;12.45;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Náutica y Transporte Marítimo;Pública / Propio;5;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Nutrición Humana y Dietética;Pública / Propio;9.81;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Odontología;Pública / Propio;11.89;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Pedagogía;Pública / Propio;8.45;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Periodismo;Pública / Propio;7.31;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Psicología;Pública / Propio;9.3;19.19
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.82;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Química;Pública / Propio;8.04;19.84
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;6.28;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Sociología;Pública / Propio;5.92;14.08
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Trabajo Social;Pública / Propio;7.55;14.39
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Traducción e Interpretación;Pública / Propio;8.62;19.19
Universidad Jaume I de Castellón;Grado en Administración de Empresas;Pública / Propio;6.02;14.96
